head,subV,linker,form
decir,defender,cuando,6
decir,pensar,que,7
pensar,ser,porque,6
decir,tener,que,7
decir,mentir,que,7
cambiar,lamer,mientras,3
cambiar,intentar,0,3
decidir,esperar,mientras,3
pedir,instalar,que,3
asegurar,ser,que,2
mostrar,tener,aunque,6
mostrar,convocar,si,6
ver,dejar,que,3
ver,ser,porque,6
dejar,hacer,que,3
escribir,estar,que,2
tener,pasar,aunque,6
producir,ser,0,3
producir,comportar,0,3
reunir,ocurrir,como,2
suponer,perder,que,3
dejar,campar,que,3
admitir,ser,que,7
avisar,tener,cuando,6
pensar,tardar,que,2
asegurar,fallar,que,3
recordar,disponer,que,2
servir,implicar,cuando,6
contagiar,decidir,cuando,6
ofrecer,negar,aunque,6
saber,servir,0,7
saber,cubrir,0,3
señalar,disponer,que,3
dudar,establecer,que,3
pedir,poner,que,3
decir,ser,0,7
decir,tocar,0,7
decir,seguir,0,7
señalar,estar,que,7
dar,tocar,mientras,3
comentar,ser,0,7
comentar,estrechar,mientras,3
comentar,ser,0,7
decir,echar_de_menos,0,7
decir,faltar,0,7
reconocer,ser,que,2
gestar,coincidir,cuando,6
hacer,haber,porque,6
considerar,crear,que,2
creer,depender,que,2
añadir,preferir,que,2
preferir,ocurrir,como,2
tener,trabajar,porque,6
ser,ser,0,7
explicar,querer,0,7
ser,cambiar,si,6
explicar,saber,0,7
explicar,significar,que,2
explicar,rebelarse,0,7
sacar,transcurrir,mientras,3
explicar,ser,0,7
explicar,ser,0,7
defender,dar,ya_que,7
adaptar,señalar,como,2
ser,ser,cuando,6
ser,estar,ya_que,7
plantear,sonar,porque,6
pensar,sonar,si,6
gustar,ser,aunque,6
decir,cambiar,que,7
grabar,cambiar,si,6
decir,grabar,cuando,6
decir,ser,que,7
decir,rendir,que,3
cantar,ser,porque,6
parecer,rescatar,cuando,6
pensar,haber,si,6
decir,ser,que,7
gustar,caer,porque,6
mezclar,gustar,porque,6
querer,haber,que,3
ser,compartir,porque,6
adivinar,producir,que,2
optar,ver,aunque,6
ver,llegar,si,6
ver,ser,que,2
informar,estrenar,que,3
asegurar,aparecer,0,7
asegurar,creer,0,7
asegurar,ver,0,7
asegurar,estar,0,7
creer,superar,que,2
asumir,gustar,como,2
hacer,ocupar,porque,6
vivir,estar,cuando,6
decir,querer,que,7
manifestar,ser,que,7
querer,llamar,cuando,6
decir,querer,que,7
decir,admirar,que,2
decir,hacer,que,3
rodar,hacer,como,2
hacer,hacer,si,6
saber,hablar,cuando,6
pensar,mirar,cuando,6
pensar,estar,si,6
pensar,mirar,0,7
pensar,hacer,0,7
hacer,rodar,cuando,6
haber,rodar,cuando,6
saber,haber,cuando,6
saber,hacer,que,2
concentrar,estudiar,cuando,6
estudiar,distraer,porque,6
hacer,pasear,mientras,3
hablar,repetir,mientras,3
repetir,decir,como,2
ser,rodar,cuando,6
hacer,ser,porque,6
ver,estar,porque,6
decir,ser,que,7
ser,creer,aunque,6
presentar,saber,porque,6
saber,gustar,que,3
saber,ser,porque,6
motivar,practicar,que,3
adelantar,saltar,que,3
saltar,encontrar,si,6
explicar,sentir,que,3
sentir,ser,porque,6
ser,estar,si,6
gritar,devolver,0,7
gritar,saber,0,7
gritar,matar,0,7
saber,ir,que,2
haber,haber,0,7
haber,ser,0,7
ser,marchar,porque,6
ser,ser,ya_que,7
destacar,haber,que,2
declarar,proponer,aunque,6
constituir,mantener,si_bien,6
presentar,destacar,si_bien,6
componer,estimar,si_bien,6
buscar,tener,que,3
tener,vender,si,6
aterrizar,apresurar,mientras,3
faltar,decir,como,2
destilar,haber,0,7
haber,escribir,cuando,6
afectar,ser,porque,6
pensar,dirigir,si,6
atreverse,buscar,mientras,3
ser,encarnar,porque,6
marchar,escuchar,ya_que,7
sintonizar,sentir,porque,6
admitir,deber,que,7
querer,rodar,que,3
pensar,desprestigiar,que,2
estar,ver,0,7
señalar,hacer,que,7
afirmar,anunciar,0,2
afirmar,efectuar,0,7
ser,ver,si,6
ser,querer,porque,6
elegir,haber,ya_que,7
conocer,dirigir,porque,6
pensar,gustar,que,2
citar,tener,0,7
citar,encontrar,0,7
citar,dirigir,0,7
citar,tener,0,7
ser,tratar,cuando,6
ser,surgir,0,7
demostrar,ser,que,2
surgir,ser,si,6
surgir,decir,porque,6
decir,consistir,0,6
ser,entrar,si,6
ser,tener,si,3
atañer,sentir,porque,6
atañer,haber,0,6
admitir,ser,porque,6
disfrutar,hacer,0,7
saber,demostrar,como,2
llamar,ser,cuando,6
recordar,hacer,que,2
templar,despotricar,0,7
templar,afear,0,7
ser,parecer,0,7
querer,pretender,como,2
afirmar,ser,que,7
enrocar,hacer,como,2
suponer,prohibir,que,3
dejar,oponer,ya_que,7
asegurar,estar,que,2
decir,llevar,0,7
querer,dar,que,3
remarcar,denunciar,0,3
denunciar,intentar,0,7
denunciar,tener,0,7
agregar,justificar,0,7
agregar,saber,0,7
saber,tener,que,2
sufrir,entrenar,mientras,3
explicar,ser,0,7
pedir,apoyar,que,3
ser,ser,ya_que,7
disfrutar,estar,0,7
atacar,evitar,que,2
hacer,ir,que,3
matizar,ser,0,7
matizar,creer,0,7
creer,ser,que,2
saber,ser,que,2
hablar,quedar,si,6
reproducir,llegar,si,6
admitir,actuar,que,3
agregar,demostrar,que,3
agregar,ser,que,2
creer,hacer,que,3
creer,ser,que,2
decir,combatir,que,7
anunciar,tratar,que,2
decir,olvidar,que,7
argumentar,tener,que,7
ser,tener,pues,7
tener,sacar,como,2
ser,quitar,cuando,6
ser,cantar,0,6
hacer,cruzar,que,3
defender,tener,que,3
tener,admitir,aunque,6
convenir,ser,si,6
convenir,saber,0,6
merecer,perder,si,3
haber,convenir,si,6
haber,reconvertir,aunque,6
quedar,conseguir,cuando,6
creer,seguir,que,2
morir,ser,si,6
significar,ser,que,2
confirmar,retirar,que,2
aceptar,hacer_frente,porque,3
decir,precisar,aunque,6
precisar,conocer,que,2
reconocer,funcionar,que,2
decir,encasillar,que,7
explicar,decidir,que,2
decir,hacer,que,7
imponer,debutar,0,3
permitir,retratar,que,3
revelar,esperar,que,7
revelar,ser,que,2
opinar,ser,0,7
opinar,tener,0,7
salir,perder,0,7
perder,interesar,porque,6
ser,ceder,0,7
ceder,tener,porque,6
señalar,ser,como,2
decir,inspirar,que,7
descartar,retirar,que,3
poner,haber,si,6
querer,ascender,que,3
esperar,caerse_la_cara_de_vergüenza,que,3
caerse_la_cara_de_vergüenza,salir,si,6
ser,estar,si,6
ser,provocar,porque,6
recordar,quitar,que,3
hacer,enyesar,si,6
ser,ser,0,7
tener,ganar,0,7
tener,perder,0,7
garantizar,rescatar,0,2
pensar,estar,que,2
guardar,pulsar,cuando,6
descubrir,residir,que,2
correr,suceder,como,2
aceptar,mantener,que,2
recriminar,saber,que,3
decir,notar,que,7
decir,hacer,que,7
hacer,tener,que,2
tener,vivir,cuando,6
vivir,querer,como,2
estar,poner,si,6
querer,ir,que,3
ser,hablar,cuando,6
ser,escribir,0,6
hacer,declarar,0,7
hacer,ratificar,0,7
ratificar,ser,que,2
llevar,hacer,aunque,3
pensar,hacer,que,3
confesar,ser,que,7
pasar,salir,si,6
tirar,hacer,porque,6
llevar,carecer,cuando,6
apuntar,hacer,0,7
apuntar,estar,0,7
dejar,hablar,aunque,6
tener,añadir,si,6
evitar,preguntar,cuando,6
aposentar,tener,como,2
entender,pedir,que,2
querer,tener,que,3
ser,decidir,que,3
ver,convertir,porque,6
avanzar,buscar,si,6
hacer,ver,como,2
hacer,romper,que,3
creer,existir,que,2
creer,adoptar,si,6
descubrir,confesar,0,7
descubrir,influir,que,2
decir,haber,que,7
saber,caer,que,2
considerar,ser,que,2
traer_al_pairo,entrar,mientras_que,3
traer_al_pairo,decir,0,7
olvidar,invadir,que,2
ser,ser,porque,6
constituir,entender,porque,6
asumir,cometer,que,2
asistir,haber,cuando,6
creer,ser,que,2
esperar,dar_cuenta,que,3
ser,tener_en_cuenta,si,6
tener_en_cuenta,hacer,que,2
devenir,ocurrir,tal_como,2
considerar,tener,que,2
manifestar,cambiar,si_bien,6
haber,ser,puesto_que,7
parecer,poner,si,6
demostrar,cambiar,que,2
revelar,haber,que,7
explicar,ser,que,2
poner,explicar,que,3
explicar,identificar,que,2
recordar,haber,que,2
asegurar,ser,0,7
asegurar,doler,0,7
abrir,ser,aunque,6
calificar,llevar,porque,6
calificar,cobrar,0,6
poner,allanar,ya_que,7
poner,temer,0,7
especificar,afectar,que,2
adelantar,pensar,que,2
afirmar,querer,que,7
asegurar,recibir,que,2
considerar,alegrar,ya_que,7
alegrar,ganar,cuando,6
suceder,perder,si,6
garantizar,haber,que,2
negar,alcanzar,que,3
sugerir,explicar,que,2
desear,actuar,que,3
atacar,pedir,porque,6
atacar,querer,porque,6
negar,tirar_al_monte,que,3
decir,echar_al_monte,0,7
decir,quedar,como,2
hacer,creer,porque,6
creer,ser,que,2
tener,ser,si,6
añadir,ir,que,2
añadir,afectar,que,2
tener,esperar,como,2
tener,emplear,aunque,6
indicar,ser,que,7
ser,grabar,0,7
ser,reproducir,0,7
adelantar,fabricar,0,7
adelantar,empezar,0,7
estar,ser,si,6
lograr,morder,que,3
salir,defraudar,ya_que,7
poder,agradecer,0,7
olvidar,ser,que,2
impedir,tener_cabida,si,6
creer,ayudar,que,2
creer,ser,que,3
entender,adquirir,que,2
ver,dirigir,cuando,6
ver,desalojar,que,2
ver,prohibir,que,2
explicar,desalojar,que,2
pedir,instalar,que,3
tener_en_cuenta,tener,que,2
sorprender,pedir,como,2
sugerir,tener,como,2
tener,llamar,que,2
constatar,conocer,que,2
querer,estar,como,2
ser,ser,si_bien,6
tener,seguir,0,7
mostrar,ser,si_bien,6
ser,aplicar,cuando,3
tener,sonar,aunque,6
parecer,ser,si,6
ser,parecer,como,2
ocurrir,ser,si,6
ocurrir,desplazar,cuando,6
decir,haber,que,7
echar,ir,por_si,6
ser,hacer,si,6
decir,ser,0,7
asegurar,estar,que,2
declarar,perder,porque,6
reclamar,ser,que,3
ser,criticar,aunque,2
revelar,deber,0,7
revelar,estar,0,7
anunciar,ver,como,2
decir,ser,que,7
ser,esperar,aunque,6
abonar,querer,si,6
esperar,acceder,que,3
acceder,pactar,si,6
grabar,descartar,aunque,6
seguir,tener,si,6
decir,preguntar,cuando,6
contar,ser,como,2
asegurar,gustar,0,7
asegurar,ser,0,7
dibujar,hablar,cuando,6
dibujar,mirar,0,6
decir,referir,si,6
decir,hacer,que,7
tener,suponer,porque,6
suponer,referir,que,2
referir,hablar,cuando,6
haber,haber,porque,6
suponer,ser,que,2
preguntar,haber,si,6
creer,poner_de_manifiesto,que,3
creer,temer,que,2
reconocer,dar,que,2
suponer,vivir,que,2
creer,esforzar,que,2
creer,preguntar,que,3
preguntar,ser,si,6
tener,volar,mientras,3
saber,ser,que,2
ser,tener,cuando,6
saber,demostrar,porque,6
ser,hacer,porque,6
mentir,decir,si,6
decir,deber,que,7
decir,olvidar,que,7
olvidar,ir,cuando,6
manifestar,preocupar,que,7
acercar,morir,cuando,6
parecer,estar,como,2
nacer,saber,0,7
nacer,ser,que,2
nacer,vivir,como,2
vivir,vivir,0,7
consagrar,constituir,que,2
caber,obedecer,aunque,6
decir,venir,0,7
decir,gustar,0,7
ser,ser,0,7
envilecer,hacer,cuando,6
ser,ser,cuando,6
pensar,ser,0,7
opinar,faltar,que,7
reconocer,ser,que,2
advertir,simplificar,0,7
advertir,costar,0,7
costar,colocar,cuando,6
opinar,ser,que,7
bromear,poner,0,7
bromear,creer,0,7
creer,gustar,que,2
quedar,llevar,cuando,6
decir,dirigir,que,3
asegurar,ser,que,2
discrepar,ser,porque,6
decir,hacer,que,7
estallar,lograr,aunque,6
intentar,encontrar,cuando,6
tener,preceder,ya_que,2
decir,producir,que,7
ser,modular,0,7
precisar,estar,que,2
pedir,desmarcar,que,3
desmarcar,hacer,aunque,6
ser,lograr,si,6
hacer,querer,que,3
lamentar,barrer,que,2
hacer,encontrar,0,7
hacer,decir,0,7
explicar,descolgar,que,2
descolgar,ser,cuando,6
tener,querer,si,6
hacer,vivir,que,3
anunciar,formar_parte,si,6
ser,suponer,ya_que,7
lamentar,tratar,cuando,6
pasar,ser,cuando,6
querer,circular,que,3
declarar,ver,0,7
declarar,esperar,0,7
replicar,llamar,que,2
confesar,ser,que,7
vivir,bombardear,cuando,6
abrir,sorprender,cuando,6
resultar,alcanzar,cuando,2
preguntar,saber,si,6
parecer,hacer,si,6
hacer,llegar,cuando,6
asegurar,recibir,que,3
saber,recrear,que,2
llegar,morir,cuando,6
sospechar,conocer,que,2
recordar,decir,que,2
decir,ser,que,7
creer,tener,que,2
decir,esperar,que,7
decir,ser,que,3
comer,decir,0,7
intentar,bastar,porque,6
decir,estar,ya_que,7
decir,ser,que,7
decir,fingir,que,7
fingir,quedar,cuando,6
dar,ir,si,6
haber,dar,si,6
ser,demostrar,porque,6
ser,querer,porque,6
querer,hacer,que,3
reventar,tener,porque,6
referir,decir,cuando,6
referir,creer,porque,6
decir,creer,que,7
decir,amar,0,7
decir,hacer,0,7
afirmar,ser,que,7
tener,tener,si,6
pagar,querer,si,6
querer,haber,que,3
sostener,conducir,mientras,3
ir,saber,porque,6
ir,ser,0,6
ir,tener,0,6
ser,llevar,si,6
continuar,querer,0,7
continuar,pagar,0,7
saber,ser,que,2
insistir,querer,0,7
insistir,ir,que,3
insistir,preguntar,0,7
preguntar,caminar,cuando,6
preguntar,contemplar,0,6
querer,ser,que,2
querer,desear,0,7
querer,ser,que,2
decir,ser,que,7
ser,dejar,que,3
dejar,incorporar,que,3
dejar,hacer,que,3
preguntar,ser,si,6
creer,ser,que,2
creer,llevar,que,2
pedir,respetar,que,3
pedir,disfrutar,0,7
pedir,leer,0,7
reclamar,ser,que,3
decidir,construir,si,6
señalar,ser,0,7
señalar,tomar,0,7
creer,desviar,que,2
marginar,ser,si,6
asegurar,reconocer,que,2
ser,considerar,que,2
reafirmar,celebrar,que,3
creer,efectuar,que,2
poner_el_grito_en_el_cielo,tener,ya_que,7
destacar,transformar,que,2
asegurar,ser,que,2
asegurar,contribuir,que,2
matricular,ver,si,6
ver,poder,que,2
explicar,evacuar,que,2
anunciar,negociar,que,3
creer,dar,que,2
adelantar,terminar,aunque,6
adelantar,ser,que,2
ser,solventar,porque,6
querer,sentir,pues,7
sentir,atraer,que,2
calcular,crecer,que,3
ser,ser,aunque,6
ser,admitir,tal_y_como,2
ser,diluir,ya_que,7
indicar,recurrir,que,7
rechazar,significar,porque,6
señalar,consultar,que,2
producir,ingresar,cuando,6
precisar,disparar,que,2
recordar,ser,que,2
reivindicar,hacer,como,2
explicar,apoyar,como,3
explicar,lograr,si,6
explicar,mantener,como,3
manifestar,ser,que,7
añadir,retirar,0,7
añadir,insistir,0,7
contar,recoger,si,6
agregar,recoger,que,3
señalar,ver,que,7
señalar,alegrar,que,2
olvidar,hacer_mención,cuando,6
olvidar,ser,porque,6
olvidar,limitar,ya_que,7
olvidar,desvirtuar,0,7
cumplir,trabajar,0,7
salir,conseguir,si,6
conseguir,cortar,que,3
tener,prescindir,si,6
intentar,ordenar,aunque,6
desmentir,traspasar,que,3
creer,mascullar,que,2
defraudar,decir,porque,6
hacer,asomar,que,3
asomar,sonreír,aunque,6
admitir,hacer,que,7
conseguir,acceder,que,3
patrullar,reclamar,como,2
reiterar,ajustar,que,3
considerar,ser,que,2
ser,tomar,cuando,6
explicar,hacer,como,2
desmentir,existir,que,3
ser,humillar,que,2
mentir,asegurar,cuando,6
asegurar,acelerar,que,2
acelerar,regresar,si,6
asegurar,ser,que,2
descartar,ser,que,3
exponer,apostar,que,2
señalar,atacar,que,7
señalar,deber,que,7
añadir,preparar,que,2
señalar,ser,que,7
señalar,reconocer,aunque,6
reconocer,cambiar,que,2
haber,rescindir,cuando,6
rescindir,interesar,porque,6
querer,firmar,que,3
decir,firmar,que,7
hacer,saber,si,6
estar,decidir,si,6
ser,ser,cuando,6
hablar,pagar,porque,6
escribir,rechazar,0,7
escribir,defender,0,7
escribir,ser,que,2
conocer,celebrar,cuando,6
ser,hacer,cuando,6
ser,tener,porque,6
tener,ser,aunque,6
decir,llegar,cuando,6
querer,tener,que,2
ser,decir,cuando,6
decir,hacer,como,2
sospechar,participar,que,2
descartar,tratar,que,3
anunciar,extender,que,3
precisar,prestar,que,3
indicar,ser,que,7
ser,existir,si,6
hacer,estar,si,6
hacer,negar,0,6
decir,ser,que,7
decir,tratar,que,2
saber,ser,0,7
recordar,ser,que,2
salir,sacudir,cuando,6
revelar,presionar,0,7
revelar,desoír,0,7
asegurar,sacar_a_colación,que,2
creer,respetar,que,3
respetar,luchar,si,6
luchar,ocurrir,como,2
amenazar,decidir,si,6
decidir,volver,que,3
exigir,extraditar,que,2
cerrar,hablar,cuando,6
aprender,estar,cuando,6
aprender,ser,porque,6
creer,ganar,que,2
ganar,soportar,porque,6
decir,invadir,que,3
responder,hacer,que,7
interpretar,hacer,que,2
sentir,sentar,aunque,6
ser,estar,0,7
ser,significar,0,7
significar,estar,que,3
saber,producir,que,2
decir,remitir,si,6
decir,encontrar,que,7
acabar,desaparecer,que,2
oír,llamar,que,2
sostener,reflexionar,si,6
molestar,valer_la_pena,porque,6
ser,estar,cuando,6
durar,ser,si,6
comer,tener,porque,6
cumplir,incrementar,ya_que,7
ir,escuchar,que,3
comprobar,traer,que,3
hacer,percibir,que,3
ser,arrastrar,puesto_que,7
decir,respetar,que,3
precisar,imponer,que,2
precisar,respetar,que,3
precisar,estar,0,7
precisar,permanecer,0,7
compensar,desempeñar,a_fin_de_que,3
señalar,dialogar,que,7
señalar,ser,que,2
precisar,respetar,que,3
saber,defender,que,3
creer,aparecer,aunque,6
anunciar,reunir,que,2
decir,estar,0,3
sostener,hacer,que,7
anunciar,estar,que,2
decir,pisotear,que,7
recordar,ser,que,2
recordar,reducir,que,2
imponer,ser,si,6
destacar,recurrir,que,2
indicar,venir,0,7
indicar,ser,0,7
pedir,devolver,que,3
pagar,costar,mientras,3
manifestar,hacer,0,7
manifestar,ser,0,7
decir,estropear,0,7
decir,hacer,0,7
decir,tener,0,7
decir,ser,0,7
optar,abrir,como,2
optar,negar,si,6
optar,ser,ya_que,7
anunciar,reunir,que,2
explicar,convocar,que,2
originar,proponer,cuando,6
garantizar,funcionar,que,3
saber,tener,que,2
lamentar,levantar,que,3
reconocer,alcanzar,que,2
admitir,beneficiar,que,7
llamar,lograr,si,6
decir,preparar,0,7
decir,limpiar,0,7
sentenciar,ser,0,7
sentenciar,continuar,0,7
declarar,ver,que,7
permitir,ser,que,2
ser,producir,si,6
esperar,aceptar,que,3
tratar,ser,pues,7
tratar,agotar,pues,7
hacer,referir,cuando,6
declarar,inspirar,0,7
declarar,financiar,0,7
decir,ser,que,7
precisar,atenerse,que,2
decir,ser,que,7
considerar,mantener,que,2
explicar,resultar,0,7
afirmar,encontrar,que,3
recordar,ser,que,2
recordar,estar,que,2
asegurar,ser,que,3
decir,ser,que,7
ir,ser,porque,6
criticar,ocurrir,porque,6
pedir,respetar,que,3
indicar,devolver,que,3
devolver,olvidar,0,3
considerar,respetar,que,3
añadir,atenuar,0,7
añadir,respetar,si,6
añadir,llegar,0,7
replicar,buscar,que,2
juzgar,ser,que,2
dar,hacer,como,2
pedir,aprovechar,que,3
espetar,ser,que,2
ser,reconocer,porque,6
añadir,ser,que,2
enfatizar,ser,que,3
ser,aceptar,si,6
ser,convenir,0,6
asegurar,acudir,que,3
acudir,desear,porque,6
considerar,ser,que,2
quedar,transferir,si,6
añadir,recibir,0,3
continuar,cesar,si,6
declarar,tener,que,7
explicar,permitir,que,3
permitir,ser,que,3
permitir,avanzar,como,2
decir,incluir,que,7
decir,ser,que,7
recordar,ser,que,2
estar,amenazar,si,6
expresar,suponer,aunque,6
suponer,declarar,ya_que,7
dar_cuenta,llegar,cuando,6
añadir,dar,que,2
considerar,adelantar,que,3
declarar,hacer,que,7
hacer,acudir,que,3
mover,decidir,ya_que,7
abordar,anunciar,tal_y_como,2
considerar,mantener,que,3
reconocer,encontrar,que,2
respaldar,evitar,ya_que,7
pedir,esperar,aunque,6
pedir,extremar,que,3
esperar,ocurrir,como,2
pedir,evaluar,que,3
tener_en_cuenta,asociar,que,2
recordar,considerar,que,3
pedir,advertir,que,3
renunciar,recordar,aunque,6
destacar,estar,que,2
funcionar,administrar,si,6
sostener,ser,que,7
señalar,ser,que,7
concluir,ser,que,2
ser,respetar,si_bien,6
subrayar,individualizar,que,3
apuntar,ser,que,2
asegurar,ser,que,2
asegurar,estar,que,3
matizar,ser,aunque,6
resaltar,ser,que,2
señalar,proteger,0,7
señalar,convertir,0,7
reclamar,respetar,que,3
tener_en_cuenta,ser,que,2
significar,equivaler,que,2
resultar,ser,aunque,6
asegurar,tener,que,2
apuntar,ser,que,2
descartar,abandonar,que,3
ser,establecer,ya_que,7
añadir,utilizar,0,7
añadir,actuar,0,7
reclamar,cumplir,que,3
convertir,pretender,tal_y_como,2
argumentar,cumplir,que,7
reconocer,estar,que,2
estar,detener,aunque,6
poner_en_duda,ser,que,3
expresar,desbordar,porque,6
permitir,desaparecer,que,3
funcionar,ir,si,6
estar,ser,si,6
estar,ampliar,0,6
recibir,hacer,como,3
diferenciar,llevar,0,7
ser,anticipar,tal_como,2
asegurar,suponer,que,2
deteriorar,desembocar,si,6
querer,renunciar,que,3
allanar,reunir,cuando,6
afirmar,recurrir,0,7
afirmar,recurrir,0,7
afirmar,impedir,porque,6
materializar,ser,pues,7
esperar,calentar,que,3
permitir,salir,que,3
impedir,cumplir,que,3
anunciar,lanzar,que,2
insistir,proyectar,mientras,3
señalar,haber,que,7
asegurar,producir,que,2
decir,ser,0,7
decir,gustar,0,7
disipar,estar,0,7
disipar,sellar,0,7
hacer,quedar,que,3
convertir,parecer,aunque,6
haber,carecer,ya_que,7
prometer,terminar,que,2
conseguir,poner,que,3
entender,hacer,que,2
ser,haber,si,6
saltar,actuar,si,6
ser,seguir,ya_que,7
pedir,abandonar,que,3
reclamar,trabajar,que,3
decir,servir,que,7
admitir,luchar,que,7
saber,ser,que,3
autorizar,causar,porque,6
autorizar,ser,0,6
reconocer,afectar,que,2
negar,abandonar,que,3
querer,ser,0,7
querer,estar,0,7
querer,mirar,que,2
querer,ser,0,7
querer,respirar,0,7
anunciar,establecer,aunque,6
sostener,ser,que,7
sostener,tener,0,3
señalar,tener,que,7
pedir,designar,que,3
sostener,ser,que,7
decir,impedir,que,7
impedir,llevar,que,3
declarar,disponer,que,7
declarar,ser,que,7
confirmar,estar,que,2
recordar,trasladar,que,2
recordar,ayudar,que,2
admitir,preocupar,que,7
admitir,enterar,cuando,6
declarar,ser,que,7
tener,considerar,como,2
confirmar,hallar,que,2
asegurar,encontrar,que,2
creer,ser,que,2
añadir,llevar_a_cabo,que,3
intentar,brindar,que,3
explicar,detener,que,2
provocar,ser,ya_que,7
pagar,surtir,si,6
desaparecer,contar,mientras,3
declarar,invalidar,que,7
exigir,abdicar,que,3
renunciar,condenar,mientras,3
propiciar,enrocar,que,3
ver,afrontar,0,3
saber,estrechar,mientras,3
saber,carecer,que,3
reconocer,dejar,que,2
asegurar,ser,0,7
asegurar,estar,0,7
estar,haber,si,6
aclarar,tener,que,2
sostener,ser,que,7
afirmar,aprovechar,que,7
contar,presentar,que,2
ser,militar,si,6
pedir,dibujar,que,3
percibir,haber,que,2
afirmar,ir,que,7
concluir,ser,que,2
decir,tener,que,7
tener,ser,que,2
explicar,ser,que,2
sospechar,forzar,que,2
forzar,lograr,si,6
forzar,ser,si,6
lograr,anunciar,0,7
aclarar,presentar,si,6
mantener,recibir,0,7
mantener,estudiar,0,7
decidir,tener_lugar,que,3
pedir,abandonar,que,3
pedir,contratar,que,3
asumir,confiar,que,2
esperar,ser,aunque,6
pedir,establecer,que,3
decir,poner,que,7
recibir,ocurrir,como,2
hacer_cargo,haber,cuando,6
afirmar,temblar,0,7
afirmar,hacer,0,7
decir,ver,0,7
decir,suceder,0,7
agregar,ser,que,2
decir,investigar,que,3
investigar,decir,si,6
asegurar,ser,que,2
agregar,estar,que,2
pedir,levantar,que,3
pedir,dimitir,que,3
decir,pedir,que,7
pedir,dimitir,que,3
detener,reservar,cuando,6
revelar,ser,que,7
ser,batir,pues,7
batir,celebrar,si,6
comprobar,movilizar,que,2
dar,reconocer,aunque,6
reconocer,localizar,que,2
demostrar,estar,que,2
considerar,equivaler,que,2
ser,ser,si,6
pedir,inscribir,que,3
afirmar,aceptar,que,3
animar,ser,porque,6
destacar,ser,que,2
destacar,atravesar,que,2
afirmar,estar,que,7
reconocer,existir,que,2
recomendar,estar,porque,6
ser,dialogar,0,3
destacar,corresponder,que,2
matizar,referir,que,2
añadir,tener,que,2
tener_en_cuenta,ser,que,2
preparar,enseñar,aunque,6
considerar,aspirar,que,3
querer,gobernar,que,3
enrocar,saber,porque,6
saber,ser,que,2
saber,estar,que,2
falsear,plantear,si,6
haber,plantear,si,6
haber,alegar,porque,6
alegar,haber,que,7
significar,subir,que,3
subir,querer,si,6
tener,ejercer,si,6
impedir,tener,que,3
permitir,ser,que,3
demostrar,ser,que,2
anunciar,convocar,cuando,6
pedir,reclamar,cuando,6
pedir,confluir,que,3
exigir,renunciar,que,3
modificar,respaldar,cuando,6
modificar,sumar,0,6
afirmar,reforzar,que,7
refrendar,ser,porque,6
sustituir,impulsar,0,7
permitir,tener,que,3
trabajar,sobrar,porque,6
hacer,hacer,porque,3
hacer,enrocar,si,6
ser,dejar,porque,6
dejar,ser,que,2
creer,mirar,que,2
lamentar,advertir,que,3
recriminar,alertar,que,3
sostener,volver,0,7
sostener,pensar,0,7
asegurar,cambiar,que,2
asegurar,bajar,0,7
asegurar,ir,0,7
pensar,ser,que,2
recordar,jugar,que,2
afirmar,reinar,que,7
pensar,avisar,que,2
morir,advertir,si,6
echar_en_cara,alertar,que,3
reconocer,justificar,aunque,6
reconocer,dar,que,2
informar,dedicar,aunque,6
informar,ser,0,6
creer,haber,que,3
creer,indicar,como,2
haber,determinar,0,3
querer,utilizar,que,3
considerar,intervenir,que,3
abordar,figurar,aunque,6
repartir,acaparar,0,3
repartir,ocupar,0,3
reclamar,corregir,que,3
destacar,suponer,que,2
destacar,ser,porque,6
anunciar,publicar,que,3
recordar,actuar,que,2
considerar,ser,que,2
haber,aclarar,0,3
pedir,retirar,que,3
dejar,aspirar,porque,6
estar,haber,si,6
creer,notar,que,2
notar,poner,que,2
saber,ser,si,6
hacer,borrar,si,6
creer,implicar,que,2
ser,sentir,porque,6
decir,preguntar,cuando,6
querer,nacer,si,6
hacer,tocar,como,2
creer,dedicar,que,2
dedicar,haber,porque,6
decir,tener,si,7
morir,sufrir,cuando,6
creer,salir,que,3
tener,hacer_falta,si,6
venir,ser,cuando,6
venir,encantar,porque,6
creer,existir,que,2
constatar,lograr,0,3
constatar,dar,0,3
evitar,justificar,como,2
manifestar,repetir,aunque,6
manifestar,atender,que,2
arreciar,reinar,si_bien,6
decidir,mantener,que,3
provocar,abandonar,que,3
decir,importar,que,7
decir,estar,que,2
asegurar,ser,que,2
superar,confirmar,si,6
buscar,reconocer,ya_que,7
reconocer,realizar,que,2
recordar,portar,que,2
venir,coger,0,7
reiterar,condenar,que,2
exigir,rectificar,que,3
irritar,mencionar,cuando,6
reconocer,filtrar,que,2
creer,publicar,que,3
creer,mermar,que,2
establecer,ser,que,2
saber,proponer,que,2
existir,tener,si,6
presentar,lograr,aunque,6
esperar,ser,que,3
estar,ser,ya_que,7
estar,acercar,0,7
lograr,vaticinar,como,2
revelar,atraer,que,7
tener,saber,porque,6
ser,ser,si,6
reconocer,pensar,que,3
reconocer,pertenecer,que,2
entender,tener,que,2
entender,ocurrir,como,2
matar,hacer,como,2
ser,hacer,mientras,3
